"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2439","test_login[data_login0]","tests","Wed Sep 03 11:36:04 ICT 2025","passed","Wed Sep 03 11:36:06 ICT 2025","TestLogin","test_login","",""
